Patient,File,Variance_Reduction_Percent,Raw_Variance,Clean_Variance
chb22,chb22_15.edf,92.40029973924106,1.543214636843171e-08,1.1727968678024051e-09
chb22,chb22_16.edf,93.37357523912615,1.3202708575883963e-08,8.74867550178391e-10
chb22,chb22_17.edf,95.18939668863447,9.77656999998887e-09,4.703120001574329e-10
chb22,chb22_18.edf,95.3313344843901,8.143880573855542e-09,3.8021054398404764e-10
chb22,chb22_19.edf,93.43891303967953,1.0134992758961062e-08,6.649656883376173e-10
chb22,chb22_20.edf,93.949365063557,1.044223207509597e-08,6.318213420802142e-10
chb22,chb22_21.edf,76.420865697713,9.8877532549784e-09,2.3314466194701123e-09
chb22,chb22_22.edf,13.245364034982654,2.441976246710435e-09,2.1185276031858317e-09
chb22,chb22_23.edf,94.27477904112055,9.664883924026864e-09,5.533359600697572e-10
chb22,chb22_24.edf,72.45106699962722,9.05921616861606e-09,2.495717392650976e-09
chb22,chb22_25.edf,76.23463332559056,6.136160558711602e-09,1.4582810565083032e-09
chb22,chb22_26.edf,83.47213012595675,5.982850979275299e-10,9.888378246125432e-11
chb22,chb22_27.edf,71.40369880954542,1.0273995464776965e-09,2.9379826874012654e-10
chb22,chb22_28.edf,28.12228173660133,3.546924516312233e-10,2.5494484108503225e-10
chb22,chb22_29.edf,13.10727038991839,7.097072153780569e-10,6.166839716816946e-10
chb22,chb22_30.edf,30.077759638513925,3.659172656598035e-10,2.5585755001882537e-10
chb22,chb22_38.edf,77.32936014431363,8.79460501186499e-09,1.993793228970055e-09
chb22,chb22_51.edf,36.85343021731998,1.3413049652568281e-08,8.46988075884455e-09
chb22,chb22_54.edf,76.48460187915825,4.096082407463656e-09,9.632100854728382e-10
chb22,chb22_77.edf,11.487650360927482,1.6865731729284137e-09,1.4928255437411968e-09
chb23,chb23_06.edf,22.981336085464143,4.600240769235967e-09,3.5430439773173087e-09
chb23,chb23_07.edf,22.110846369543612,6.421133761992334e-09,5.001366740695313e-09
chb23,chb23_08.edf,23.4106786099608,6.759410243320821e-09,5.176986435328214e-09
chb23,chb23_09.edf,24.17646113446915,7.1873539962310736e-09,5.449706150735553e-09
chb23,chb23_10.edf,23.159750283566026,5.087144130869201e-09,3.908974253594808e-09
chb23,chb23_16.edf,20.381712998524304,4.17601492472577e-09,3.3248715479926225e-09
chb23,chb23_17.edf,70.75803404760383,6.385670325327217e-09,1.8672955423644506e-09
chb23,chb23_19.edf,12.059637552048198,1.0186108963967522e-09,8.957701142256347e-10
chb23,chb23_20.edf,81.62878483890398,2.370097645739066e-09,4.354157380267948e-10
chb24,chb24_01.edf,77.5995983718447,5.815530065468767e-09,1.302702091471126e-09
chb24,chb24_02.edf,96.9187008899392,8.048981340314014e-09,2.4801319040805533e-10
chb24,chb24_03.edf,77.93081651577486,6.26373716989406e-09,1.3823556489935303e-09
chb24,chb24_04.edf,10.820068110990277,5.050450609877557e-09,4.503988413976881e-09
chb24,chb24_05.edf,14.797174607209785,3.1217736381189914e-09,2.659839342044679e-09
chb24,chb24_06.edf,94.80329463451137,3.55172440990872e-09,1.845726529770957e-10
chb24,chb24_07.edf,9.772781854191736,3.0974006840930826e-09,2.794698472086423e-09
chb24,chb24_08.edf,9.191469248695782,1.6190351086799006e-09,1.470221994539999e-09
chb24,chb24_09.edf,84.89564541093169,9.49976094828448e-10,1.4348775787427255e-10
chb24,chb24_10.edf,9.263483911079263,2.13300588179257e-09,1.935415225110341e-09
chb24,chb24_11.edf,16.311596611638603,7.960738262909496e-10,6.662214750155333e-10
chb24,chb24_12.edf,14.963160165697397,1.3599558999851369e-09,1.1564635204875094e-09
chb24,chb24_13.edf,79.0128563331222,8.967598071481433e-10,1.8820426907299712e-10
chb24,chb24_14.edf,84.00097604936978,1.268156624983911e-09,2.0289268216267985e-10
chb24,chb24_15.edf,85.43826533173191,9.678929110201989e-10,1.4094199757573752e-10
chb24,chb24_16.edf,16.183032747714833,5.544579122240318e-09,4.647298067165208e-09
chb24,chb24_17.edf,97.00780293580931,8.01596242348546e-09,2.398533923021615e-10
chb24,chb24_18.edf,93.07836216906614,6.512729986704322e-09,4.507875825862997e-10
chb24,chb24_19.edf,94.61620430261866,6.841324430030257e-09,3.6832293030786783e-10
chb24,chb24_20.edf,93.51155179968603,7.167718663535413e-09,4.650737126277318e-10
chb24,chb24_21.edf,93.2650465382873,7.609414591577295e-09,5.124905314515075e-10
chb24,chb24_22.edf,18.395853979955014,5.848968643106723e-09,4.773000912187454e-09
